,Name,Year,Month,Day,Type
21819,Million Dollar Quartet,2010,7,11,Musical
21820,Next To Normal,2010,7,11,Musical
21821,"Promises, Promises",2010,7,11,Musical
21823,Rock Of Ages,2010,7,11,Musical
21824,South Pacific,2010,7,11,Musical
21825,The Addams Family,2010,7,11,Musical
21826,The Lion King,2010,7,11,Musical
21827,The Phantom Of The Opera,2010,7,11,Musical
21828,West Side Story,2010,7,11,Musical
21829,Wicked,2010,7,11,Musical
21830,A Little Night Music,2010,7,18,Musical
21831,American Idiot,2010,7,18,Musical
21832,Billy Elliot: The Musical,2010,7,18,Musical
21833,Chicago,2010,7,18,Musical
21834,Come Fly Away,2010,7,18,Musical
21837,In The Heights,2010,7,18,Musical
21838,Jersey Boys,2010,7,18,Musical
21839,La Cage Aux Folles '10,2010,7,18,Musical
21841,Mamma Mia!,2010,7,18,Musical
21842,Mary Poppins,2010,7,18,Musical
21843,Memphis,2010,7,18,Musical
21844,Million Dollar Quartet,2010,7,18,Musical
21845,Next To Normal,2010,7,18,Musical
21846,"Promises, Promises",2010,7,18,Musical
21848,Rock Of Ages,2010,7,18,Musical
21849,South Pacific,2010,7,18,Musical
21850,The Addams Family,2010,7,18,Musical
21851,The Lion King,2010,7,18,Musical
21852,The Phantom Of The Opera,2010,7,18,Musical
21853,West Side Story,2010,7,18,Musical
21854,Wicked,2010,7,18,Musical
21855,A Little Night Music,2010,7,25,Musical
21856,American Idiot,2010,7,25,Musical
21857,Billy Elliot: The Musical,2010,7,25,Musical
21858,Chicago,2010,7,25,Musical
21859,Come Fly Away,2010,7,25,Musical
21862,In The Heights,2010,7,25,Musical
21863,Jersey Boys,2010,7,25,Musical
21864,La Cage Aux Folles '10,2010,7,25,Musical
21866,Mamma Mia!,2010,7,25,Musical
21867,Mary Poppins,2010,7,25,Musical
21868,Memphis,2010,7,25,Musical
21869,Million Dollar Quartet,2010,7,25,Musical
21870,Next To Normal,2010,7,25,Musical
21871,"Promises, Promises",2010,7,25,Musical
21873,Rock Of Ages,2010,7,25,Musical
21874,South Pacific,2010,7,25,Musical
21875,The Addams Family,2010,7,25,Musical
21876,The Lion King,2010,7,25,Musical
21877,The Phantom Of The Opera,2010,7,25,Musical
21878,West Side Story,2010,7,25,Musical
21879,Wicked,2010,7,25,Musical
21880,A Little Night Music,2010,8,1,Musical
21881,American Idiot,2010,8,1,Musical
21882,Billy Elliot: The Musical,2010,8,1,Musical
21883,Chicago,2010,8,1,Musical
21884,Come Fly Away,2010,8,1,Musical
21887,In The Heights,2010,8,1,Musical
21888,Jersey Boys,2010,8,1,Musical
21889,La Cage Aux Folles '10,2010,8,1,Musical
21891,Mamma Mia!,2010,8,1,Musical
21892,Mary Poppins,2010,8,1,Musical
21893,Memphis,2010,8,1,Musical
21894,Million Dollar Quartet,2010,8,1,Musical
21895,Next To Normal,2010,8,1,Musical
21896,"Promises, Promises",2010,8,1,Musical
21898,Rock Of Ages,2010,8,1,Musical
21899,South Pacific,2010,8,1,Musical
21900,The Addams Family,2010,8,1,Musical
21901,The Lion King,2010,8,1,Musical
21902,The Phantom Of The Opera,2010,8,1,Musical
21903,West Side Story,2010,8,1,Musical
21904,Wicked,2010,8,1,Musical
21905,A Little Night Music,2010,8,8,Musical
21906,American Idiot,2010,8,8,Musical
21907,Billy Elliot: The Musical,2010,8,8,Musical
21908,Chicago,2010,8,8,Musical
21909,Come Fly Away,2010,8,8,Musical
21911,In The Heights,2010,8,8,Musical
21912,Jersey Boys,2010,8,8,Musical
21913,La Cage Aux Folles '10,2010,8,8,Musical
21915,Mamma Mia!,2010,8,8,Musical
21916,Mary Poppins,2010,8,8,Musical
21917,Memphis,2010,8,8,Musical
21918,Million Dollar Quartet,2010,8,8,Musical
21919,Next To Normal,2010,8,8,Musical
21920,"Promises, Promises",2010,8,8,Musical
21922,Rock Of Ages,2010,8,8,Musical
21923,South Pacific,2010,8,8,Musical
21924,The Addams Family,2010,8,8,Musical
21925,The Lion King,2010,8,8,Musical
21926,The Phantom Of The Opera,2010,8,8,Musical
21927,West Side Story,2010,8,8,Musical
21928,Wicked,2010,8,8,Musical
21929,A Little Night Music,2010,8,15,Musical
21930,American Idiot,2010,8,15,Musical
21931,Billy Elliot: The Musical,2010,8,15,Musical
21932,Chicago,2010,8,15,Musical
21933,Come Fly Away,2010,8,15,Musical
21935,In The Heights,2010,8,15,Musical
21936,Jersey Boys,2010,8,15,Musical
21937,La Cage Aux Folles '10,2010,8,15,Musical
21939,Mamma Mia!,2010,8,15,Musical
21940,Mary Poppins,2010,8,15,Musical
21941,Memphis,2010,8,15,Musical
21942,Million Dollar Quartet,2010,8,15,Musical
21943,Next To Normal,2010,8,15,Musical
21944,"Promises, Promises",2010,8,15,Musical
21946,Rock Of Ages,2010,8,15,Musical
21947,South Pacific,2010,8,15,Musical
21948,The Addams Family,2010,8,15,Musical
21949,The Lion King,2010,8,15,Musical
21950,The Phantom Of The Opera,2010,8,15,Musical
21951,West Side Story,2010,8,15,Musical
21952,Wicked,2010,8,15,Musical
21953,A Little Night Music,2010,8,22,Musical
21954,American Idiot,2010,8,22,Musical
21955,Billy Elliot: The Musical,2010,8,22,Musical
21956,Chicago,2010,8,22,Musical
21957,Come Fly Away,2010,8,22,Musical
21959,In The Heights,2010,8,22,Musical
21960,Jersey Boys,2010,8,22,Musical
21961,La Cage Aux Folles '10,2010,8,22,Musical
21962,Mamma Mia!,2010,8,22,Musical
21963,Mary Poppins,2010,8,22,Musical
21964,Memphis,2010,8,22,Musical
21965,Million Dollar Quartet,2010,8,22,Musical
21966,Next To Normal,2010,8,22,Musical
21967,"Promises, Promises",2010,8,22,Musical
21969,Rock Of Ages,2010,8,22,Musical
21970,South Pacific,2010,8,22,Musical
21971,The Addams Family,2010,8,22,Musical
21972,The Lion King,2010,8,22,Musical
21973,The Phantom Of The Opera,2010,8,22,Musical
21974,West Side Story,2010,8,22,Musical
21975,Wicked,2010,8,22,Musical
21976,A Little Night Music,2010,8,29,Musical
21977,American Idiot,2010,8,29,Musical
21978,Billy Elliot: The Musical,2010,8,29,Musical
21979,Chicago,2010,8,29,Musical
21980,Come Fly Away,2010,8,29,Musical
21982,In The Heights,2010,8,29,Musical
21983,Jersey Boys,2010,8,29,Musical
21984,La Cage Aux Folles '10,2010,8,29,Musical
21985,Mamma Mia!,2010,8,29,Musical
21986,Mary Poppins,2010,8,29,Musical
21987,Memphis,2010,8,29,Musical
21988,Million Dollar Quartet,2010,8,29,Musical
21989,Next To Normal,2010,8,29,Musical
21990,"Promises, Promises",2010,8,29,Musical
21991,Rock Of Ages,2010,8,29,Musical
21992,The Addams Family,2010,8,29,Musical
21993,The Lion King,2010,8,29,Musical
21994,The Phantom Of The Opera,2010,8,29,Musical
21995,West Side Story,2010,8,29,Musical
21996,Wicked,2010,8,29,Musical
21997,A Little Night Music,2010,9,5,Musical
21998,American Idiot,2010,9,5,Musical
21999,Billy Elliot: The Musical,2010,9,5,Musical
22000,Chicago,2010,9,5,Musical
22001,Come Fly Away,2010,9,5,Musical
22003,In The Heights,2010,9,5,Musical
22004,Jersey Boys,2010,9,5,Musical
22005,La Cage Aux Folles '10,2010,9,5,Musical
22006,Mamma Mia!,2010,9,5,Musical
22007,Mary Poppins,2010,9,5,Musical
22008,Memphis,2010,9,5,Musical
22009,Million Dollar Quartet,2010,9,5,Musical
22011,Next To Normal,2010,9,5,Musical
22012,"Promises, Promises",2010,9,5,Musical
22013,Rock Of Ages,2010,9,5,Musical
22014,The Addams Family,2010,9,5,Musical
22015,The Lion King,2010,9,5,Musical
22016,The Phantom Of The Opera,2010,9,5,Musical
22017,West Side Story,2010,9,5,Musical
22018,Wicked,2010,9,5,Musical
22019,A Little Night Music,2010,9,12,Musical
22020,American Idiot,2010,9,12,Musical
22021,Billy Elliot: The Musical,2010,9,12,Musical
22023,Chicago,2010,9,12,Musical
22025,In The Heights,2010,9,12,Musical
22026,Jersey Boys,2010,9,12,Musical
22027,La Cage Aux Folles '10,2010,9,12,Musical
22028,Mamma Mia!,2010,9,12,Musical
22029,Mary Poppins,2010,9,12,Musical
22030,Memphis,2010,9,12,Musical
22031,Million Dollar Quartet,2010,9,12,Musical
22033,Next To Normal,2010,9,12,Musical
22034,"Promises, Promises",2010,9,12,Musical
22035,Rock Of Ages,2010,9,12,Musical
22036,The Addams Family,2010,9,12,Musical
22037,The Lion King,2010,9,12,Musical
22038,The Phantom Of The Opera,2010,9,12,Musical
22039,West Side Story,2010,9,12,Musical
22040,Wicked,2010,9,12,Musical
22041,A Little Night Music,2010,9,19,Musical
22042,American Idiot,2010,9,19,Musical
22043,Billy Elliot: The Musical,2010,9,19,Musical
22045,Chicago,2010,9,19,Musical
22047,In The Heights,2010,9,19,Musical
22048,Jersey Boys,2010,9,19,Musical
22049,La Cage Aux Folles '10,2010,9,19,Musical
22050,Mamma Mia!,2010,9,19,Musical
22051,Mary Poppins,2010,9,19,Musical
22052,Memphis,2010,9,19,Musical
22053,Million Dollar Quartet,2010,9,19,Musical
22055,Next To Normal,2010,9,19,Musical
22056,"Promises, Promises",2010,9,19,Musical
22057,Rock Of Ages,2010,9,19,Musical
22058,The Addams Family,2010,9,19,Musical
22059,The Lion King,2010,9,19,Musical
22060,The Phantom Of The Opera,2010,9,19,Musical
22062,West Side Story,2010,9,19,Musical
22063,Wicked,2010,9,19,Musical
22065,A Little Night Music,2010,9,26,Musical
22066,American Idiot,2010,9,26,Musical
22067,Billy Elliot: The Musical,2010,9,26,Musical
22068,Bloody Bloody Andrew Jackson,2010,9,26,Musical
22070,Chicago,2010,9,26,Musical
22072,In The Heights,2010,9,26,Musical
22073,Jersey Boys,2010,9,26,Musical
22075,La Cage Aux Folles '10,2010,9,26,Musical
22077,Mamma Mia!,2010,9,26,Musical
22078,Mary Poppins,2010,9,26,Musical
22079,Memphis,2010,9,26,Musical
22080,Million Dollar Quartet,2010,9,26,Musical
22082,Next To Normal,2010,9,26,Musical
22083,"Promises, Promises",2010,9,26,Musical
22084,Rock Of Ages,2010,9,26,Musical
22085,The Addams Family,2010,9,26,Musical
22086,The Lion King,2010,9,26,Musical
22087,The Phantom Of The Opera,2010,9,26,Musical
22090,West Side Story,2010,9,26,Musical
22091,Wicked,2010,9,26,Musical
22093,A Little Night Music,2010,10,3,Musical
22094,American Idiot,2010,10,3,Musical
22095,Billy Elliot: The Musical,2010,10,3,Musical
22096,Bloody Bloody Andrew Jackson,2010,10,3,Musical
22098,Chicago,2010,10,3,Musical
22100,In The Heights,2010,10,3,Musical
22101,Jersey Boys,2010,10,3,Musical
22103,La Cage Aux Folles '10,2010,10,3,Musical
22105,Mamma Mia!,2010,10,3,Musical
22106,Mary Poppins,2010,10,3,Musical
22107,Memphis,2010,10,3,Musical
22108,Million Dollar Quartet,2010,10,3,Musical
22110,Next To Normal,2010,10,3,Musical
22111,"Promises, Promises",2010,10,3,Musical
22112,Rock Of Ages,2010,10,3,Musical
22113,The Addams Family,2010,10,3,Musical
22114,The Lion King,2010,10,3,Musical
22115,The Phantom Of The Opera,2010,10,3,Musical
22118,West Side Story,2010,10,3,Musical
22119,Wicked,2010,10,3,Musical
22121,A Little Night Music,2010,10,10,Musical
22122,American Idiot,2010,10,10,Musical
22123,Billy Elliot: The Musical,2010,10,10,Musical
22124,Bloody Bloody Andrew Jackson,2010,10,10,Musical
22126,Chicago,2010,10,10,Musical
22129,In The Heights,2010,10,10,Musical
22130,Jersey Boys,2010,10,10,Musical
22132,La Cage Aux Folles '10,2010,10,10,Musical
22134,Mamma Mia!,2010,10,10,Musical
22135,Mary Poppins,2010,10,10,Musical
22136,Memphis,2010,10,10,Musical
22137,Million Dollar Quartet,2010,10,10,Musical
22139,Next To Normal,2010,10,10,Musical
22140,"Promises, Promises",2010,10,10,Musical
22141,Rock Of Ages,2010,10,10,Musical
22142,The Addams Family,2010,10,10,Musical
22143,The Lion King,2010,10,10,Musical
22144,The Phantom Of The Opera,2010,10,10,Musical
22146,The Scottsboro Boys,2010,10,10,Musical
22148,West Side Story,2010,10,10,Musical
22149,Wicked,2010,10,10,Musical
22150,Women On The Verge Of A Nervous Breakdown,2010,10,10,Musical
22152,A Little Night Music,2010,10,17,Musical
22153,American Idiot,2010,10,17,Musical
22154,Billy Elliot: The Musical,2010,10,17,Musical
22155,Bloody Bloody Andrew Jackson,2010,10,17,Musical
22157,Chicago,2010,10,17,Musical
22160,In The Heights,2010,10,17,Musical
22161,Jersey Boys,2010,10,17,Musical
22163,La Cage Aux Folles '10,2010,10,17,Musical
22165,Mamma Mia!,2010,10,17,Musical
22166,Mary Poppins,2010,10,17,Musical
22167,Memphis,2010,10,17,Musical
22168,Million Dollar Quartet,2010,10,17,Musical
22170,Next To Normal,2010,10,17,Musical
22171,"Promises, Promises",2010,10,17,Musical
22172,Rock Of Ages,2010,10,17,Musical
22173,The Addams Family,2010,10,17,Musical
22174,The Lion King,2010,10,17,Musical
22175,The Phantom Of The Opera,2010,10,17,Musical
22177,The Scottsboro Boys,2010,10,17,Musical
22179,West Side Story,2010,10,17,Musical
22180,Wicked,2010,10,17,Musical
22181,Women On The Verge Of A Nervous Breakdown,2010,10,17,Musical
22184,A Little Night Music,2010,10,24,Musical
22185,American Idiot,2010,10,24,Musical
22186,Billy Elliot: The Musical,2010,10,24,Musical
22187,Bloody Bloody Andrew Jackson,2010,10,24,Musical
22189,Chicago,2010,10,24,Musical
22193,In The Heights,2010,10,24,Musical
22194,Jersey Boys,2010,10,24,Musical
22196,La Cage Aux Folles '10,2010,10,24,Musical
22198,Mamma Mia!,2010,10,24,Musical
22199,Mary Poppins,2010,10,24,Musical
22200,Memphis,2010,10,24,Musical
22201,Million Dollar Quartet,2010,10,24,Musical
22203,Next To Normal,2010,10,24,Musical
22204,"Promises, Promises",2010,10,24,Musical
22205,Rain: A Tribute To The Beatles On Broadway,2010,10,24,Musical
22206,Rock Of Ages,2010,10,24,Musical
22207,The Addams Family,2010,10,24,Musical
22208,The Lion King,2010,10,24,Musical
22210,The Phantom Of The Opera,2010,10,24,Musical
22212,The Scottsboro Boys,2010,10,24,Musical
22214,West Side Story,2010,10,24,Musical
22215,Wicked,2010,10,24,Musical
22216,Women On The Verge Of A Nervous Breakdown,2010,10,24,Musical
22219,A Little Night Music,2010,10,31,Musical
22220,American Idiot,2010,10,31,Musical
22221,Billy Elliot: The Musical,2010,10,31,Musical
22222,Bloody Bloody Andrew Jackson,2010,10,31,Musical
22224,Chicago,2010,10,31,Musical
22228,In The Heights,2010,10,31,Musical
22229,Jersey Boys,2010,10,31,Musical
22231,La Cage Aux Folles '10,2010,10,31,Musical
22233,Mamma Mia!,2010,10,31,Musical
22234,Mary Poppins,2010,10,31,Musical
22235,Memphis,2010,10,31,Musical
22236,Million Dollar Quartet,2010,10,31,Musical
22238,Next To Normal,2010,10,31,Musical
22239,"Promises, Promises",2010,10,31,Musical
22240,Rain: A Tribute To The Beatles On Broadway,2010,10,31,Musical
22241,Rock Of Ages,2010,10,31,Musical
22242,The Addams Family,2010,10,31,Musical
22243,The Lion King,2010,10,31,Musical
22246,The Phantom Of The Opera,2010,10,31,Musical
22248,The Scottsboro Boys,2010,10,31,Musical
22250,West Side Story,2010,10,31,Musical
22251,Wicked,2010,10,31,Musical
22252,Women On The Verge Of A Nervous Breakdown,2010,10,31,Musical
22255,A Little Night Music,2010,11,7,Musical
22256,American Idiot,2010,11,7,Musical
22257,Billy Elliot: The Musical,2010,11,7,Musical
22258,Bloody Bloody Andrew Jackson,2010,11,7,Musical
22260,Chicago,2010,11,7,Musical
22263,Elf,2010,11,7,Musical
22266,In The Heights,2010,11,7,Musical
22267,Jersey Boys,2010,11,7,Musical
22269,La Cage Aux Folles '10,2010,11,7,Musical
22271,Mamma Mia!,2010,11,7,Musical
22272,Mary Poppins,2010,11,7,Musical
22273,Memphis,2010,11,7,Musical
22274,Million Dollar Quartet,2010,11,7,Musical
22276,Next To Normal,2010,11,7,Musical
22277,"Promises, Promises",2010,11,7,Musical
22278,Rain: A Tribute To The Beatles On Broadway,2010,11,7,Musical
22279,Rock Of Ages,2010,11,7,Musical
22280,The Addams Family,2010,11,7,Musical
22281,The Lion King,2010,11,7,Musical
22284,The Phantom Of The Opera,2010,11,7,Musical
22286,The Scottsboro Boys,2010,11,7,Musical
22288,West Side Story,2010,11,7,Musical
22289,Wicked,2010,11,7,Musical
22290,Women On The Verge Of A Nervous Breakdown,2010,11,7,Musical
22293,A Little Night Music,2010,11,14,Musical
22294,American Idiot,2010,11,14,Musical
22295,Billy Elliot: The Musical,2010,11,14,Musical
22296,Bloody Bloody Andrew Jackson,2010,11,14,Musical
22298,Chicago,2010,11,14,Musical
22301,Elf,2010,11,14,Musical
22304,In The Heights,2010,11,14,Musical
22305,Jersey Boys,2010,11,14,Musical
22307,La Cage Aux Folles '10,2010,11,14,Musical
22309,Mamma Mia!,2010,11,14,Musical
22310,Mary Poppins,2010,11,14,Musical
22311,Memphis,2010,11,14,Musical
22312,Million Dollar Quartet,2010,11,14,Musical
22314,Next To Normal,2010,11,14,Musical
22315,"Promises, Promises",2010,11,14,Musical
22316,Rain: A Tribute To The Beatles On Broadway,2010,11,14,Musical
22317,Rock Of Ages,2010,11,14,Musical
22318,The Addams Family,2010,11,14,Musical
22319,The Lion King,2010,11,14,Musical
22322,The Phantom Of The Opera,2010,11,14,Musical
22324,The Scottsboro Boys,2010,11,14,Musical
22326,West Side Story,2010,11,14,Musical
22327,Wicked,2010,11,14,Musical
22328,Women On The Verge Of A Nervous Breakdown,2010,11,14,Musical
22331,A Little Night Music,2010,11,21,Musical
22332,American Idiot,2010,11,21,Musical
22333,Billy Elliot: The Musical,2010,11,21,Musical
22334,Bloody Bloody Andrew Jackson,2010,11,21,Musical
22336,Chicago,2010,11,21,Musical
22339,Elf,2010,11,21,Musical
22342,In The Heights,2010,11,21,Musical
22343,Jersey Boys,2010,11,21,Musical
22345,La Cage Aux Folles '10,2010,11,21,Musical
22347,Mamma Mia!,2010,11,21,Musical
22348,Mary Poppins,2010,11,21,Musical
22349,Memphis,2010,11,21,Musical
22350,Million Dollar Quartet,2010,11,21,Musical
22352,Next To Normal,2010,11,21,Musical
22353,"Promises, Promises",2010,11,21,Musical
22354,Rain: A Tribute To The Beatles On Broadway,2010,11,21,Musical
22355,Rock Of Ages,2010,11,21,Musical
22356,The Addams Family,2010,11,21,Musical
22357,The Lion King,2010,11,21,Musical
22360,The Phantom Of The Opera,2010,11,21,Musical
22362,The Scottsboro Boys,2010,11,21,Musical
22364,West Side Story,2010,11,21,Musical
22365,Wicked,2010,11,21,Musical
22366,Women On The Verge Of A Nervous Breakdown,2010,11,21,Musical
22369,A Little Night Music,2010,11,28,Musical
22370,American Idiot,2010,11,28,Musical
22371,Billy Elliot: The Musical,2010,11,28,Musical
22372,Bloody Bloody Andrew Jackson,2010,11,28,Musical
22374,Chicago,2010,11,28,Musical
22377,Elf,2010,11,28,Musical
22380,In The Heights,2010,11,28,Musical
22381,Jersey Boys,2010,11,28,Musical
22383,La Cage Aux Folles '10,2010,11,28,Musical
22385,Mamma Mia!,2010,11,28,Musical
22386,Mary Poppins,2010,11,28,Musical
22387,Memphis,2010,11,28,Musical
22388,Million Dollar Quartet,2010,11,28,Musical
22390,Next To Normal,2010,11,28,Musical
22391,"Promises, Promises",2010,11,28,Musical
22392,Rain: A Tribute To The Beatles On Broadway,2010,11,28,Musical
22393,Rock Of Ages,2010,11,28,Musical
22394,Spider-Man Turn Off The Dark,2010,11,28,Musical
22395,The Addams Family,2010,11,28,Musical
22396,The Lion King,2010,11,28,Musical
22399,The Phantom Of The Opera,2010,11,28,Musical
22401,The Scottsboro Boys,2010,11,28,Musical
22403,West Side Story,2010,11,28,Musical
22404,Wicked,2010,11,28,Musical
22405,Women On The Verge Of A Nervous Breakdown,2010,11,28,Musical
22407,A Little Night Music,2010,12,5,Musical
22408,American Idiot,2010,12,5,Musical
22409,Billy Elliot: The Musical,2010,12,5,Musical
22410,Bloody Bloody Andrew Jackson,2010,12,5,Musical
22412,Chicago,2010,12,5,Musical
22415,Elf,2010,12,5,Musical
22417,In The Heights,2010,12,5,Musical
22418,Jersey Boys,2010,12,5,Musical
22420,La Cage Aux Folles '10,2010,12,5,Musical
22422,Mamma Mia!,2010,12,5,Musical
22423,Mary Poppins,2010,12,5,Musical
22424,Memphis,2010,12,5,Musical
22425,Million Dollar Quartet,2010,12,5,Musical
22426,Next To Normal,2010,12,5,Musical
22427,"Promises, Promises",2010,12,5,Musical
22428,Rain: A Tribute To The Beatles On Broadway,2010,12,5,Musical
22429,Rock Of Ages,2010,12,5,Musical
22430,Spider-Man Turn Off The Dark,2010,12,5,Musical
22431,The Addams Family,2010,12,5,Musical
22432,The Lion King,2010,12,5,Musical
22435,The Phantom Of The Opera,2010,12,5,Musical
22437,The Scottsboro Boys,2010,12,5,Musical
22439,West Side Story,2010,12,5,Musical
22440,Wicked,2010,12,5,Musical
22441,Women On The Verge Of A Nervous Breakdown,2010,12,5,Musical
22443,A Little Night Music,2010,12,12,Musical
22444,American Idiot,2010,12,12,Musical
22445,Billy Elliot: The Musical,2010,12,12,Musical
22446,Bloody Bloody Andrew Jackson,2010,12,12,Musical
22448,Chicago,2010,12,12,Musical
22452,Elf,2010,12,12,Musical
22454,In The Heights,2010,12,12,Musical
22455,Jersey Boys,2010,12,12,Musical
22457,La Cage Aux Folles '10,2010,12,12,Musical
22459,Mamma Mia!,2010,12,12,Musical
22460,Mary Poppins,2010,12,12,Musical
22461,Memphis,2010,12,12,Musical
22462,Million Dollar Quartet,2010,12,12,Musical
22463,Next To Normal,2010,12,12,Musical
22464,"Promises, Promises",2010,12,12,Musical
22465,Rain: A Tribute To The Beatles On Broadway,2010,12,12,Musical
22466,Rock Of Ages,2010,12,12,Musical
22467,Spider-Man Turn Off The Dark,2010,12,12,Musical
22468,The Addams Family,2010,12,12,Musical
22469,The Lion King,2010,12,12,Musical
22472,The Phantom Of The Opera,2010,12,12,Musical
22474,The Scottsboro Boys,2010,12,12,Musical
22476,West Side Story,2010,12,12,Musical
22477,Wicked,2010,12,12,Musical
22478,Women On The Verge Of A Nervous Breakdown,2010,12,12,Musical
22480,A Little Night Music,2010,12,19,Musical
22481,American Idiot,2010,12,19,Musical
22482,Billy Elliot: The Musical,2010,12,19,Musical
22483,Bloody Bloody Andrew Jackson,2010,12,19,Musical
22485,Chicago,2010,12,19,Musical
22489,Elf,2010,12,19,Musical
22491,In The Heights,2010,12,19,Musical
22492,Jersey Boys,2010,12,19,Musical
22494,La Cage Aux Folles '10,2010,12,19,Musical
22496,Mamma Mia!,2010,12,19,Musical
22497,Mary Poppins,2010,12,19,Musical
22498,Memphis,2010,12,19,Musical
22499,Million Dollar Quartet,2010,12,19,Musical
22500,Next To Normal,2010,12,19,Musical
22501,"Promises, Promises",2010,12,19,Musical
22502,Rain: A Tribute To The Beatles On Broadway,2010,12,19,Musical
22503,Rock Of Ages,2010,12,19,Musical
22504,Spider-Man Turn Off The Dark,2010,12,19,Musical
22505,The Addams Family,2010,12,19,Musical
22507,The Lion King,2010,12,19,Musical
22510,The Phantom Of The Opera,2010,12,19,Musical
22512,West Side Story,2010,12,19,Musical
22513,Wicked,2010,12,19,Musical
22514,Women On The Verge Of A Nervous Breakdown,2010,12,19,Musical
22516,A Little Night Music,2010,12,26,Musical
22517,American Idiot,2010,12,26,Musical
22518,Billy Elliot: The Musical,2010,12,26,Musical
22519,Bloody Bloody Andrew Jackson,2010,12,26,Musical
22521,Chicago,2010,12,26,Musical
22525,Elf,2010,12,26,Musical
22527,In The Heights,2010,12,26,Musical
22528,Jersey Boys,2010,12,26,Musical
22530,La Cage Aux Folles '10,2010,12,26,Musical
22532,Mamma Mia!,2010,12,26,Musical
22533,Mary Poppins,2010,12,26,Musical
22534,Memphis,2010,12,26,Musical
22535,Million Dollar Quartet,2010,12,26,Musical
22536,Next To Normal,2010,12,26,Musical
22537,"Promises, Promises",2010,12,26,Musical
22538,Rain: A Tribute To The Beatles On Broadway,2010,12,26,Musical
22539,Rock Of Ages,2010,12,26,Musical
22540,Spider-Man Turn Off The Dark,2010,12,26,Musical
22541,The Addams Family,2010,12,26,Musical
22543,The Lion King,2010,12,26,Musical
22546,The Phantom Of The Opera,2010,12,26,Musical
22548,West Side Story,2010,12,26,Musical
22549,Wicked,2010,12,26,Musical
22550,Women On The Verge Of A Nervous Breakdown,2010,12,26,Musical
22551,A Little Night Music,2011,1,2,Musical
22552,American Idiot,2011,1,2,Musical
22553,Billy Elliot: The Musical,2011,1,2,Musical
22554,Bloody Bloody Andrew Jackson,2011,1,2,Musical
22556,Chicago,2011,1,2,Musical
22560,Elf,2011,1,2,Musical
22562,In The Heights,2011,1,2,Musical
22563,Jersey Boys,2011,1,2,Musical
22565,La Cage Aux Folles '10,2011,1,2,Musical
22567,Mamma Mia!,2011,1,2,Musical
22568,Mary Poppins,2011,1,2,Musical
22569,Memphis,2011,1,2,Musical
22570,Million Dollar Quartet,2011,1,2,Musical
22571,Next To Normal,2011,1,2,Musical
22572,"Promises, Promises",2011,1,2,Musical
22573,Rain: A Tribute To The Beatles On Broadway,2011,1,2,Musical
22574,Rock Of Ages,2011,1,2,Musical
22575,Spider-Man Turn Off The Dark,2011,1,2,Musical
22576,The Addams Family,2011,1,2,Musical
22578,The Lion King,2011,1,2,Musical
22581,The Phantom Of The Opera,2011,1,2,Musical
22583,West Side Story,2011,1,2,Musical
22584,Wicked,2011,1,2,Musical
22585,Women On The Verge Of A Nervous Breakdown,2011,1,2,Musical
22587,A Little Night Music,2011,1,9,Musical
22588,American Idiot,2011,1,9,Musical
22589,Billy Elliot: The Musical,2011,1,9,Musical
22590,Chicago,2011,1,9,Musical
22593,In The Heights,2011,1,9,Musical
22594,Jersey Boys,2011,1,9,Musical
22596,La Cage Aux Folles '10,2011,1,9,Musical
22598,Mamma Mia!,2011,1,9,Musical
22599,Mary Poppins,2011,1,9,Musical
22600,Memphis,2011,1,9,Musical
22601,Million Dollar Quartet,2011,1,9,Musical
22602,Next To Normal,2011,1,9,Musical
22603,Rain: A Tribute To The Beatles On Broadway,2011,1,9,Musical
22604,Rock Of Ages,2011,1,9,Musical
22605,Spider-Man Turn Off The Dark,2011,1,9,Musical
22606,The Addams Family,2011,1,9,Musical
22608,The Lion King,2011,1,9,Musical
22610,The Phantom Of The Opera,2011,1,9,Musical
22612,Wicked,2011,1,9,Musical
22613,American Idiot,2011,1,16,Musical
22614,Billy Elliot: The Musical,2011,1,16,Musical
22615,Chicago,2011,1,16,Musical
22618,Jersey Boys,2011,1,16,Musical
22619,La Cage Aux Folles '10,2011,1,16,Musical
22621,Mamma Mia!,2011,1,16,Musical
22622,Mary Poppins,2011,1,16,Musical
22623,Memphis,2011,1,16,Musical
22624,Million Dollar Quartet,2011,1,16,Musical
22625,Next To Normal,2011,1,16,Musical
22626,Rain: A Tribute To The Beatles On Broadway,2011,1,16,Musical
22627,Spider-Man Turn Off The Dark,2011,1,16,Musical
22628,The Addams Family,2011,1,16,Musical
22630,The Lion King,2011,1,16,Musical
22631,The Phantom Of The Opera,2011,1,16,Musical
22633,Wicked,2011,1,16,Musical
22634,American Idiot,2011,1,23,Musical
22635,Billy Elliot: The Musical,2011,1,23,Musical
22636,Chicago,2011,1,23,Musical
22639,Jersey Boys,2011,1,23,Musical
22640,La Cage Aux Folles '10,2011,1,23,Musical
22642,Mamma Mia!,2011,1,23,Musical
22643,Mary Poppins,2011,1,23,Musical
22644,Memphis,2011,1,23,Musical
22645,Million Dollar Quartet,2011,1,23,Musical
22646,Spider-Man Turn Off The Dark,2011,1,23,Musical
22647,The Addams Family,2011,1,23,Musical
22649,The Lion King,2011,1,23,Musical
