,Name,Year,Month,Day,Type
25083,The Book Of Mormon,2012,8,19,Musical
25084,The Lion King,2012,8,19,Musical
25085,The Phantom Of The Opera,2012,8,19,Musical
25087,Wicked,2012,8,19,Musical
25088,Bring It On The Musical,2012,8,26,Musical
25089,Chaplin,2012,8,26,Musical
25090,Chicago,2012,8,26,Musical
25092,Evita,2012,8,26,Musical
25094,Jersey Boys,2012,8,26,Musical
25095,Mamma Mia!,2012,8,26,Musical
25096,Mary Poppins,2012,8,26,Musical
25097,Newsies,2012,8,26,Musical
25098,Nice Work If You Can Get It,2012,8,26,Musical
25099,Once,2012,8,26,Musical
25102,Porgy And Bess '11,2012,8,26,Musical
25103,Rock Of Ages,2012,8,26,Musical
25104,Sister Act,2012,8,26,Musical
25105,Spider-Man Turn Off The Dark,2012,8,26,Musical
25106,The Book Of Mormon,2012,8,26,Musical
25107,The Lion King,2012,8,26,Musical
25108,The Phantom Of The Opera,2012,8,26,Musical
25110,Wicked,2012,8,26,Musical
25111,Bring It On The Musical,2012,9,2,Musical
25112,Chaplin,2012,9,2,Musical
25113,Chicago,2012,9,2,Musical
25115,Evita,2012,9,2,Musical
25117,Jersey Boys,2012,9,2,Musical
25118,Mamma Mia!,2012,9,2,Musical
25119,Mary Poppins,2012,9,2,Musical
25120,Newsies,2012,9,2,Musical
25121,Nice Work If You Can Get It,2012,9,2,Musical
25122,Once,2012,9,2,Musical
25125,Porgy And Bess '11,2012,9,2,Musical
25126,Rock Of Ages,2012,9,2,Musical
25127,Spider-Man Turn Off The Dark,2012,9,2,Musical
25128,The Book Of Mormon,2012,9,2,Musical
25129,The Lion King,2012,9,2,Musical
25130,The Phantom Of The Opera,2012,9,2,Musical
25132,Wicked,2012,9,2,Musical
25134,Bring It On The Musical,2012,9,9,Musical
25135,Chaplin,2012,9,9,Musical
25136,Chicago,2012,9,9,Musical
25137,Evita,2012,9,9,Musical
25139,Jersey Boys,2012,9,9,Musical
25140,Mamma Mia!,2012,9,9,Musical
25141,Mary Poppins,2012,9,9,Musical
25142,Newsies,2012,9,9,Musical
25143,Nice Work If You Can Get It,2012,9,9,Musical
25144,Once,2012,9,9,Musical
25146,Porgy And Bess '11,2012,9,9,Musical
25147,Rock Of Ages,2012,9,9,Musical
25148,Spider-Man Turn Off The Dark,2012,9,9,Musical
25149,The Book Of Mormon,2012,9,9,Musical
25150,The Lion King,2012,9,9,Musical
25151,The Phantom Of The Opera,2012,9,9,Musical
25153,Wicked,2012,9,9,Musical
25155,Bring It On The Musical,2012,9,16,Musical
25156,Chaplin,2012,9,16,Musical
25157,Chicago,2012,9,16,Musical
25159,Evita,2012,9,16,Musical
25161,Jersey Boys,2012,9,16,Musical
25162,Mamma Mia!,2012,9,16,Musical
25163,Mary Poppins,2012,9,16,Musical
25164,Newsies,2012,9,16,Musical
25165,Nice Work If You Can Get It,2012,9,16,Musical
25166,Once,2012,9,16,Musical
25168,Porgy And Bess '11,2012,9,16,Musical
25169,Rock Of Ages,2012,9,16,Musical
25170,Spider-Man Turn Off The Dark,2012,9,16,Musical
25171,The Book Of Mormon,2012,9,16,Musical
25172,The Lion King,2012,9,16,Musical
25173,The Phantom Of The Opera,2012,9,16,Musical
25175,Wicked,2012,9,16,Musical
25177,Bring It On The Musical,2012,9,23,Musical
25178,Chaplin,2012,9,23,Musical
25179,Chicago,2012,9,23,Musical
25181,Evita,2012,9,23,Musical
25183,Jersey Boys,2012,9,23,Musical
25184,Mamma Mia!,2012,9,23,Musical
25185,Mary Poppins,2012,9,23,Musical
25186,Newsies,2012,9,23,Musical
25187,Nice Work If You Can Get It,2012,9,23,Musical
25188,Once,2012,9,23,Musical
25190,Porgy And Bess '11,2012,9,23,Musical
25191,Rock Of Ages,2012,9,23,Musical
25192,Spider-Man Turn Off The Dark,2012,9,23,Musical
25193,The Book Of Mormon,2012,9,23,Musical
25194,The Lion King,2012,9,23,Musical
25195,The Phantom Of The Opera,2012,9,23,Musical
25197,Wicked,2012,9,23,Musical
25199,Bring It On The Musical,2012,9,30,Musical
25200,Chaplin,2012,9,30,Musical
25201,Chicago,2012,9,30,Musical
25203,Evita,2012,9,30,Musical
25205,Jersey Boys,2012,9,30,Musical
25206,Mamma Mia!,2012,9,30,Musical
25207,Mary Poppins,2012,9,30,Musical
25208,Newsies,2012,9,30,Musical
25209,Nice Work If You Can Get It,2012,9,30,Musical
25210,Once,2012,9,30,Musical
25212,Rock Of Ages,2012,9,30,Musical
25213,Spider-Man Turn Off The Dark,2012,9,30,Musical
25214,The Book Of Mormon,2012,9,30,Musical
25215,The Lion King,2012,9,30,Musical
25216,The Phantom Of The Opera,2012,9,30,Musical
25219,Wicked,2012,9,30,Musical
25221,Annie '12,2012,10,7,Musical
25222,Bring It On The Musical,2012,10,7,Musical
25223,Chaplin,2012,10,7,Musical
25224,Chicago,2012,10,7,Musical
25226,Evita,2012,10,7,Musical
25228,Jersey Boys,2012,10,7,Musical
25229,Mamma Mia!,2012,10,7,Musical
25230,Mary Poppins,2012,10,7,Musical
25231,Newsies,2012,10,7,Musical
25232,Nice Work If You Can Get It,2012,10,7,Musical
25233,Once,2012,10,7,Musical
25235,Rock Of Ages,2012,10,7,Musical
25236,Spider-Man Turn Off The Dark,2012,10,7,Musical
25237,The Book Of Mormon,2012,10,7,Musical
25239,The Lion King,2012,10,7,Musical
25240,The Phantom Of The Opera,2012,10,7,Musical
25243,Wicked,2012,10,7,Musical
25245,Annie '12,2012,10,14,Musical
25246,Bring It On The Musical,2012,10,14,Musical
25247,Chaplin,2012,10,14,Musical
25248,Chicago,2012,10,14,Musical
25250,Evita,2012,10,14,Musical
25252,Jersey Boys,2012,10,14,Musical
25253,Mamma Mia!,2012,10,14,Musical
25254,Mary Poppins,2012,10,14,Musical
25255,Newsies,2012,10,14,Musical
25256,Nice Work If You Can Get It,2012,10,14,Musical
25257,Once,2012,10,14,Musical
25259,Rock Of Ages,2012,10,14,Musical
25261,Scandalous,2012,10,14,Musical
25262,Spider-Man Turn Off The Dark,2012,10,14,Musical
25263,The Book Of Mormon,2012,10,14,Musical
25265,The Lion King,2012,10,14,Musical
25266,The Phantom Of The Opera,2012,10,14,Musical
25269,Wicked,2012,10,14,Musical
25271,Annie '12,2012,10,21,Musical
25272,Bring It On The Musical,2012,10,21,Musical
25273,Chaplin,2012,10,21,Musical
25274,Chicago,2012,10,21,Musical
25276,Evita,2012,10,21,Musical
25280,Jersey Boys,2012,10,21,Musical
25281,Mamma Mia!,2012,10,21,Musical
25282,Mary Poppins,2012,10,21,Musical
25283,Newsies,2012,10,21,Musical
25284,Nice Work If You Can Get It,2012,10,21,Musical
25285,Once,2012,10,21,Musical
25287,Rock Of Ages,2012,10,21,Musical
25289,Scandalous,2012,10,21,Musical
25290,Spider-Man Turn Off The Dark,2012,10,21,Musical
25291,The Book Of Mormon,2012,10,21,Musical
25293,The Lion King,2012,10,21,Musical
25294,The Mystery Of Edwin Drood '12,2012,10,21,Musical
25295,The Phantom Of The Opera,2012,10,21,Musical
25298,Wicked,2012,10,21,Musical
25300,Annie '12,2012,10,28,Musical
25301,Bring It On The Musical,2012,10,28,Musical
25302,Chaplin,2012,10,28,Musical
25303,Chicago,2012,10,28,Musical
25305,Evita,2012,10,28,Musical
25309,Jersey Boys,2012,10,28,Musical
25310,Mamma Mia!,2012,10,28,Musical
25311,Mary Poppins,2012,10,28,Musical
25312,Newsies,2012,10,28,Musical
25313,Nice Work If You Can Get It,2012,10,28,Musical
25314,Once,2012,10,28,Musical
25316,Rock Of Ages,2012,10,28,Musical
25317,Scandalous,2012,10,28,Musical
25318,Spider-Man Turn Off The Dark,2012,10,28,Musical
25319,The Book Of Mormon,2012,10,28,Musical
25321,The Lion King,2012,10,28,Musical
25322,The Mystery Of Edwin Drood '12,2012,10,28,Musical
25324,The Phantom Of The Opera,2012,10,28,Musical
25327,Wicked,2012,10,28,Musical
25329,Annie '12,2012,11,4,Musical
25330,Bring It On The Musical,2012,11,4,Musical
25331,Chaplin,2012,11,4,Musical
25332,Chicago,2012,11,4,Musical
25334,Evita,2012,11,4,Musical
25337,Jersey Boys,2012,11,4,Musical
25338,Mamma Mia!,2012,11,4,Musical
25339,Mary Poppins,2012,11,4,Musical
25340,Newsies,2012,11,4,Musical
25341,Nice Work If You Can Get It,2012,11,4,Musical
25342,Once,2012,11,4,Musical
25344,Rock Of Ages,2012,11,4,Musical
25345,Scandalous,2012,11,4,Musical
25346,Spider-Man Turn Off The Dark,2012,11,4,Musical
25347,The Book Of Mormon,2012,11,4,Musical
25349,The Lion King,2012,11,4,Musical
25350,The Mystery Of Edwin Drood '12,2012,11,4,Musical
25352,The Phantom Of The Opera,2012,11,4,Musical
25355,Wicked,2012,11,4,Musical
25357,Annie '12,2012,11,11,Musical
25358,Bring It On The Musical,2012,11,11,Musical
25359,Chaplin,2012,11,11,Musical
25360,Chicago,2012,11,11,Musical
25363,Elf '12,2012,11,11,Musical
25364,Evita,2012,11,11,Musical
25368,Jersey Boys,2012,11,11,Musical
25369,Mamma Mia!,2012,11,11,Musical
25370,Mary Poppins,2012,11,11,Musical
25371,Newsies,2012,11,11,Musical
25372,Nice Work If You Can Get It,2012,11,11,Musical
25373,Once,2012,11,11,Musical
25375,Rock Of Ages,2012,11,11,Musical
25376,Scandalous,2012,11,11,Musical
25377,Spider-Man Turn Off The Dark,2012,11,11,Musical
25378,The Book Of Mormon,2012,11,11,Musical
25380,The Lion King,2012,11,11,Musical
25381,The Mystery Of Edwin Drood '12,2012,11,11,Musical
25383,The Phantom Of The Opera,2012,11,11,Musical
25386,Wicked,2012,11,11,Musical
25387,A Christmas Story,2012,11,18,Musical
25389,Annie '12,2012,11,18,Musical
25390,Bring It On The Musical,2012,11,18,Musical
25391,Chaplin,2012,11,18,Musical
25392,Chicago,2012,11,18,Musical
25395,Elf '12,2012,11,18,Musical
25396,Evita,2012,11,18,Musical
25400,Jersey Boys,2012,11,18,Musical
25401,Mamma Mia!,2012,11,18,Musical
25402,Mary Poppins,2012,11,18,Musical
25403,Newsies,2012,11,18,Musical
25404,Nice Work If You Can Get It,2012,11,18,Musical
25405,Once,2012,11,18,Musical
25407,Rock Of Ages,2012,11,18,Musical
25408,Scandalous,2012,11,18,Musical
25409,Spider-Man Turn Off The Dark,2012,11,18,Musical
25411,The Book Of Mormon,2012,11,18,Musical
25413,The Lion King,2012,11,18,Musical
25414,The Mystery Of Edwin Drood '12,2012,11,18,Musical
25416,The Phantom Of The Opera,2012,11,18,Musical
25419,Wicked,2012,11,18,Musical
25420,A Christmas Story,2012,11,25,Musical
25421,Annie '12,2012,11,25,Musical
25422,Bring It On The Musical,2012,11,25,Musical
25423,Chaplin,2012,11,25,Musical
25424,Chicago,2012,11,25,Musical
25427,Elf '12,2012,11,25,Musical
25428,Evita,2012,11,25,Musical
25432,Jersey Boys,2012,11,25,Musical
25433,Mamma Mia!,2012,11,25,Musical
25434,Mary Poppins,2012,11,25,Musical
25435,Newsies,2012,11,25,Musical
25436,Nice Work If You Can Get It,2012,11,25,Musical
25437,Once,2012,11,25,Musical
25439,Rock Of Ages,2012,11,25,Musical
25440,Scandalous,2012,11,25,Musical
25441,Spider-Man Turn Off The Dark,2012,11,25,Musical
25443,The Book Of Mormon,2012,11,25,Musical
25445,The Lion King,2012,11,25,Musical
25446,The Mystery Of Edwin Drood '12,2012,11,25,Musical
25447,The Phantom Of The Opera,2012,11,25,Musical
25450,Wicked,2012,11,25,Musical
25451,A Christmas Story,2012,12,2,Musical
25452,Annie '12,2012,12,2,Musical
25453,Bring It On The Musical,2012,12,2,Musical
25454,Chaplin,2012,12,2,Musical
25455,Chicago,2012,12,2,Musical
25457,Elf '12,2012,12,2,Musical
25458,Evita,2012,12,2,Musical
25462,Jersey Boys,2012,12,2,Musical
25463,Mamma Mia!,2012,12,2,Musical
25464,Mary Poppins,2012,12,2,Musical
25465,Newsies,2012,12,2,Musical
25466,Nice Work If You Can Get It,2012,12,2,Musical
25467,Once,2012,12,2,Musical
25469,Rock Of Ages,2012,12,2,Musical
25470,Scandalous,2012,12,2,Musical
25471,Spider-Man Turn Off The Dark,2012,12,2,Musical
25473,The Book Of Mormon,2012,12,2,Musical
25475,The Lion King,2012,12,2,Musical
25476,The Mystery Of Edwin Drood '12,2012,12,2,Musical
25477,The Phantom Of The Opera,2012,12,2,Musical
25480,Wicked,2012,12,2,Musical
25481,A Christmas Story,2012,12,9,Musical
25482,Annie '12,2012,12,9,Musical
25483,Bring It On The Musical,2012,12,9,Musical
25484,Chaplin,2012,12,9,Musical
25485,Chicago,2012,12,9,Musical
25487,Elf '12,2012,12,9,Musical
25488,Evita,2012,12,9,Musical
25492,Jersey Boys,2012,12,9,Musical
25493,Mamma Mia!,2012,12,9,Musical
25494,Mary Poppins,2012,12,9,Musical
25495,Newsies,2012,12,9,Musical
25496,Nice Work If You Can Get It,2012,12,9,Musical
25497,Once,2012,12,9,Musical
25499,Rock Of Ages,2012,12,9,Musical
25500,Scandalous,2012,12,9,Musical
25501,Spider-Man Turn Off The Dark,2012,12,9,Musical
25503,The Book Of Mormon,2012,12,9,Musical
25505,The Lion King,2012,12,9,Musical
25506,The Mystery Of Edwin Drood '12,2012,12,9,Musical
25507,The Phantom Of The Opera,2012,12,9,Musical
25510,Wicked,2012,12,9,Musical
25511,A Christmas Story,2012,12,16,Musical
25512,Annie '12,2012,12,16,Musical
25513,Bring It On The Musical,2012,12,16,Musical
25514,Chaplin,2012,12,16,Musical
25515,Chicago,2012,12,16,Musical
25517,Elf '12,2012,12,16,Musical
25518,Evita,2012,12,16,Musical
25522,Jersey Boys,2012,12,16,Musical
25523,Mamma Mia!,2012,12,16,Musical
25524,Mary Poppins,2012,12,16,Musical
25525,Newsies,2012,12,16,Musical
25526,Nice Work If You Can Get It,2012,12,16,Musical
25527,Once,2012,12,16,Musical
25530,Rock Of Ages,2012,12,16,Musical
25531,Spider-Man Turn Off The Dark,2012,12,16,Musical
25533,The Book Of Mormon,2012,12,16,Musical
25535,The Lion King,2012,12,16,Musical
25536,The Mystery Of Edwin Drood '12,2012,12,16,Musical
25538,The Phantom Of The Opera,2012,12,16,Musical
25541,Wicked,2012,12,16,Musical
25542,A Christmas Story,2012,12,23,Musical
25543,Annie '12,2012,12,23,Musical
25544,Bring It On The Musical,2012,12,23,Musical
25546,Chaplin,2012,12,23,Musical
25547,Chicago,2012,12,23,Musical
25549,Elf '12,2012,12,23,Musical
25550,Evita,2012,12,23,Musical
25554,Jersey Boys,2012,12,23,Musical
25555,Mamma Mia!,2012,12,23,Musical
25556,Mary Poppins,2012,12,23,Musical
25557,Newsies,2012,12,23,Musical
25558,Nice Work If You Can Get It,2012,12,23,Musical
25559,Once,2012,12,23,Musical
25562,Rock Of Ages,2012,12,23,Musical
25563,Spider-Man Turn Off The Dark,2012,12,23,Musical
25564,The Book Of Mormon,2012,12,23,Musical
25566,The Lion King,2012,12,23,Musical
25567,The Mystery Of Edwin Drood '12,2012,12,23,Musical
25569,The Phantom Of The Opera,2012,12,23,Musical
25572,Wicked,2012,12,23,Musical
25573,A Christmas Story,2012,12,30,Musical
25574,Annie '12,2012,12,30,Musical
25575,Bring It On The Musical,2012,12,30,Musical
25577,Chaplin,2012,12,30,Musical
25578,Chicago,2012,12,30,Musical
25580,Elf '12,2012,12,30,Musical
25581,Evita,2012,12,30,Musical
25585,Jersey Boys,2012,12,30,Musical
25586,Mamma Mia!,2012,12,30,Musical
25587,Mary Poppins,2012,12,30,Musical
25588,Newsies,2012,12,30,Musical
25589,Nice Work If You Can Get It,2012,12,30,Musical
25590,Once,2012,12,30,Musical
25593,Rock Of Ages,2012,12,30,Musical
25594,Spider-Man Turn Off The Dark,2012,12,30,Musical
25595,The Book Of Mormon,2012,12,30,Musical
25597,The Lion King,2012,12,30,Musical
25598,The Mystery Of Edwin Drood '12,2012,12,30,Musical
25600,The Phantom Of The Opera,2012,12,30,Musical
25603,Wicked,2012,12,30,Musical
25604,Annie '12,2013,1,6,Musical
25606,Chaplin,2013,1,6,Musical
25607,Chicago,2013,1,6,Musical
25609,Elf '12,2013,1,6,Musical
25610,Evita,2013,1,6,Musical
25614,Jersey Boys,2013,1,6,Musical
25615,Mamma Mia!,2013,1,6,Musical
25616,Mary Poppins,2013,1,6,Musical
25617,Newsies,2013,1,6,Musical
25618,Nice Work If You Can Get It,2013,1,6,Musical
25619,Once,2013,1,6,Musical
25622,Rock Of Ages,2013,1,6,Musical
25623,Spider-Man Turn Off The Dark,2013,1,6,Musical
25624,The Book Of Mormon,2013,1,6,Musical
25626,The Lion King,2013,1,6,Musical
25627,The Mystery Of Edwin Drood '12,2013,1,6,Musical
25629,The Phantom Of The Opera,2013,1,6,Musical
25632,Wicked,2013,1,6,Musical
25633,Annie '12,2013,1,13,Musical
25635,Chicago,2013,1,13,Musical
25636,Evita,2013,1,13,Musical
25639,Jersey Boys,2013,1,13,Musical
25640,Mamma Mia!,2013,1,13,Musical
25641,Mary Poppins,2013,1,13,Musical
25642,Newsies,2013,1,13,Musical
25643,Nice Work If You Can Get It,2013,1,13,Musical
25644,Once,2013,1,13,Musical
25647,Rock Of Ages,2013,1,13,Musical
25648,Spider-Man Turn Off The Dark,2013,1,13,Musical
25649,The Book Of Mormon,2013,1,13,Musical
25651,The Lion King,2013,1,13,Musical
25652,The Mystery Of Edwin Drood '12,2013,1,13,Musical
25654,The Phantom Of The Opera,2013,1,13,Musical
25656,Wicked,2013,1,13,Musical
25657,Annie '12,2013,1,20,Musical
25659,Chicago,2013,1,20,Musical
25660,Evita,2013,1,20,Musical
25663,Jersey Boys,2013,1,20,Musical
25664,Mamma Mia!,2013,1,20,Musical
25666,Mary Poppins,2013,1,20,Musical
25667,Newsies,2013,1,20,Musical
25668,Nice Work If You Can Get It,2013,1,20,Musical
25669,Once,2013,1,20,Musical
25672,Rock Of Ages,2013,1,20,Musical
25673,Spider-Man Turn Off The Dark,2013,1,20,Musical
25674,The Book Of Mormon,2013,1,20,Musical
25676,The Lion King,2013,1,20,Musical
25677,The Mystery Of Edwin Drood '12,2013,1,20,Musical
25679,The Phantom Of The Opera,2013,1,20,Musical
25681,Wicked,2013,1,20,Musical
25682,Annie '12,2013,1,27,Musical
25684,Chicago,2013,1,27,Musical
25685,Cinderella,2013,1,27,Musical
25686,Evita,2013,1,27,Musical
25687,Jersey Boys,2013,1,27,Musical
25688,Mamma Mia!,2013,1,27,Musical
25689,Mary Poppins,2013,1,27,Musical
25690,Newsies,2013,1,27,Musical
25691,Nice Work If You Can Get It,2013,1,27,Musical
25692,Once,2013,1,27,Musical
25694,Rock Of Ages,2013,1,27,Musical
25695,Spider-Man Turn Off The Dark,2013,1,27,Musical
25696,The Book Of Mormon,2013,1,27,Musical
25698,The Lion King,2013,1,27,Musical
25699,The Mystery Of Edwin Drood '12,2013,1,27,Musical
25701,The Phantom Of The Opera,2013,1,27,Musical
25703,Wicked,2013,1,27,Musical
25704,Annie '12,2013,2,3,Musical
25706,Chicago,2013,2,3,Musical
25707,Cinderella,2013,2,3,Musical
25708,Jersey Boys,2013,2,3,Musical
25709,Mamma Mia!,2013,2,3,Musical
25711,Mary Poppins,2013,2,3,Musical
25712,Newsies,2013,2,3,Musical
25713,Nice Work If You Can Get It,2013,2,3,Musical
25714,Once,2013,2,3,Musical
25716,Rock Of Ages,2013,2,3,Musical
25717,Spider-Man Turn Off The Dark,2013,2,3,Musical
25718,The Book Of Mormon,2013,2,3,Musical
25720,The Lion King,2013,2,3,Musical
25721,The Mystery Of Edwin Drood '12,2013,2,3,Musical
25723,The Phantom Of The Opera,2013,2,3,Musical
25725,Wicked,2013,2,3,Musical
25726,Annie '12,2013,2,10,Musical
25728,Chicago,2013,2,10,Musical
25729,Cinderella,2013,2,10,Musical
25730,Jersey Boys,2013,2,10,Musical
25731,Mamma Mia!,2013,2,10,Musical
25733,Mary Poppins,2013,2,10,Musical
25734,Newsies,2013,2,10,Musical
25735,Nice Work If You Can Get It,2013,2,10,Musical
25736,Once,2013,2,10,Musical
25738,Rock Of Ages,2013,2,10,Musical
25739,Spider-Man Turn Off The Dark,2013,2,10,Musical
25740,The Book Of Mormon,2013,2,10,Musical
25742,The Lion King,2013,2,10,Musical
25743,The Mystery Of Edwin Drood '12,2013,2,10,Musical
25745,The Phantom Of The Opera,2013,2,10,Musical
25747,Wicked,2013,2,10,Musical
25748,Annie '12,2013,2,17,Musical
25750,Chicago,2013,2,17,Musical
25751,Cinderella,2013,2,17,Musical
25752,Jersey Boys,2013,2,17,Musical
25753,Mamma Mia!,2013,2,17,Musical
25755,Mary Poppins,2013,2,17,Musical
25756,Newsies,2013,2,17,Musical
25757,Nice Work If You Can Get It,2013,2,17,Musical
25758,Once,2013,2,17,Musical
25760,Rock Of Ages,2013,2,17,Musical
25761,Spider-Man Turn Off The Dark,2013,2,17,Musical
25762,The Book Of Mormon,2013,2,17,Musical
25763,The Lion King,2013,2,17,Musical
25764,The Mystery Of Edwin Drood '12,2013,2,17,Musical
25766,The Phantom Of The Opera,2013,2,17,Musical
25768,Wicked,2013,2,17,Musical
25770,Annie '12,2013,2,24,Musical
25772,Chicago,2013,2,24,Musical
25773,Cinderella,2013,2,24,Musical
25774,Hands On A Hardbody,2013,2,24,Musical
25775,Jersey Boys,2013,2,24,Musical
25776,Mamma Mia!,2013,2,24,Musical
25778,Mary Poppins,2013,2,24,Musical
25779,Newsies,2013,2,24,Musical
25780,Nice Work If You Can Get It,2013,2,24,Musical
25781,Once,2013,2,24,Musical
25783,Rock Of Ages,2013,2,24,Musical
25784,Spider-Man Turn Off The Dark,2013,2,24,Musical
25785,The Book Of Mormon,2013,2,24,Musical
25786,The Lion King,2013,2,24,Musical
25787,The Mystery Of Edwin Drood '12,2013,2,24,Musical
25789,The Phantom Of The Opera,2013,2,24,Musical
25791,Wicked,2013,2,24,Musical
25793,Annie '12,2013,3,3,Musical
25795,Chicago,2013,3,3,Musical
25796,Cinderella,2013,3,3,Musical
25797,Hands On A Hardbody,2013,3,3,Musical
25798,Jersey Boys,2013,3,3,Musical
25799,Kinky Boots,2013,3,3,Musical
25801,Mamma Mia!,2013,3,3,Musical
25803,Mary Poppins,2013,3,3,Musical
25804,Newsies,2013,3,3,Musical
25805,Nice Work If You Can Get It,2013,3,3,Musical
25806,Once,2013,3,3,Musical
25807,Rock Of Ages,2013,3,3,Musical
25808,Spider-Man Turn Off The Dark,2013,3,3,Musical
25809,The Book Of Mormon,2013,3,3,Musical
25810,The Lion King,2013,3,3,Musical
25811,The Mystery Of Edwin Drood '12,2013,3,3,Musical
25813,The Phantom Of The Opera,2013,3,3,Musical
25815,Wicked,2013,3,3,Musical
25817,Annie '12,2013,3,10,Musical
25820,Chicago,2013,3,10,Musical
25821,Cinderella,2013,3,10,Musical
25822,Hands On A Hardbody,2013,3,10,Musical
25823,Jersey Boys,2013,3,10,Musical
25824,Kinky Boots,2013,3,10,Musical
25826,Mamma Mia!,2013,3,10,Musical
25827,Matilda,2013,3,10,Musical
25828,Newsies,2013,3,10,Musical
25829,Nice Work If You Can Get It,2013,3,10,Musical
25830,Once,2013,3,10,Musical
25831,Rock Of Ages,2013,3,10,Musical
25832,Spider-Man Turn Off The Dark,2013,3,10,Musical
25833,The Book Of Mormon,2013,3,10,Musical
25834,The Lion King,2013,3,10,Musical
25835,The Mystery Of Edwin Drood '12,2013,3,10,Musical
25836,The Phantom Of The Opera,2013,3,10,Musical
25838,Wicked,2013,3,10,Musical
25840,Annie '12,2013,3,17,Musical
25843,Chicago,2013,3,17,Musical
25844,Cinderella,2013,3,17,Musical
25845,Hands On A Hardbody,2013,3,17,Musical
25846,Jersey Boys,2013,3,17,Musical
25847,Kinky Boots,2013,3,17,Musical
25849,Mamma Mia!,2013,3,17,Musical
25850,Matilda,2013,3,17,Musical
25852,Newsies,2013,3,17,Musical
25853,Nice Work If You Can Get It,2013,3,17,Musical
25854,Once,2013,3,17,Musical
25855,Rock Of Ages,2013,3,17,Musical
25856,Spider-Man Turn Off The Dark,2013,3,17,Musical
25857,The Book Of Mormon,2013,3,17,Musical
25858,The Lion King,2013,3,17,Musical
25859,The Phantom Of The Opera,2013,3,17,Musical
25861,Wicked,2013,3,17,Musical
25863,Annie '12,2013,3,24,Musical
25866,Chicago,2013,3,24,Musical
25867,Cinderella,2013,3,24,Musical
25868,Hands On A Hardbody,2013,3,24,Musical
25869,Jersey Boys,2013,3,24,Musical
25870,Kinky Boots,2013,3,24,Musical
25872,Mamma Mia!,2013,3,24,Musical
25873,Matilda,2013,3,24,Musical
25875,Newsies,2013,3,24,Musical
25876,Nice Work If You Can Get It,2013,3,24,Musical
25877,Once,2013,3,24,Musical
25878,Pippin,2013,3,24,Musical
25879,Rock Of Ages,2013,3,24,Musical
25880,Spider-Man Turn Off The Dark,2013,3,24,Musical
25883,The Book Of Mormon,2013,3,24,Musical
25884,The Lion King,2013,3,24,Musical
25886,The Phantom Of The Opera,2013,3,24,Musical
25888,Wicked,2013,3,24,Musical
25890,Annie '12,2013,3,31,Musical
25893,Chicago,2013,3,31,Musical
25894,Cinderella,2013,3,31,Musical
25895,Hands On A Hardbody,2013,3,31,Musical
25896,Jersey Boys,2013,3,31,Musical
25897,Kinky Boots,2013,3,31,Musical
25899,Mamma Mia!,2013,3,31,Musical
25900,Matilda,2013,3,31,Musical
25902,Newsies,2013,3,31,Musical
25903,Nice Work If You Can Get It,2013,3,31,Musical
25904,Once,2013,3,31,Musical
25906,Pippin,2013,3,31,Musical
25907,Rock Of Ages,2013,3,31,Musical
25908,Spider-Man Turn Off The Dark,2013,3,31,Musical
25911,The Book Of Mormon,2013,3,31,Musical
25912,The Lion King,2013,3,31,Musical
25914,The Phantom Of The Opera,2013,3,31,Musical
25918,Wicked,2013,3,31,Musical
25920,Annie '12,2013,4,7,Musical
25922,Chicago,2013,4,7,Musical
25923,Cinderella,2013,4,7,Musical
25924,Hands On A Hardbody,2013,4,7,Musical
25926,Jekyll & Hyde '13,2013,4,7,Musical
25927,Jersey Boys,2013,4,7,Musical
25928,Kinky Boots,2013,4,7,Musical
25931,Mamma Mia!,2013,4,7,Musical
25932,Matilda,2013,4,7,Musical
25934,Newsies,2013,4,7,Musical
25935,Nice Work If You Can Get It,2013,4,7,Musical
25936,Once,2013,4,7,Musical
25938,Pippin,2013,4,7,Musical
25939,Rock Of Ages,2013,4,7,Musical
25940,Spider-Man Turn Off The Dark,2013,4,7,Musical
25943,The Book Of Mormon,2013,4,7,Musical
25944,The Lion King,2013,4,7,Musical
25946,The Phantom Of The Opera,2013,4,7,Musical
25950,Wicked,2013,4,7,Musical
25952,Annie '12,2013,4,14,Musical
25954,Chicago,2013,4,14,Musical
25955,Cinderella,2013,4,14,Musical
25956,Hands On A Hardbody,2013,4,14,Musical
25958,Jekyll & Hyde '13,2013,4,14,Musical
25959,Jersey Boys,2013,4,14,Musical
25960,Kinky Boots,2013,4,14,Musical
25963,Mamma Mia!,2013,4,14,Musical
25964,Matilda,2013,4,14,Musical
25966,Newsies,2013,4,14,Musical
25967,Nice Work If You Can Get It,2013,4,14,Musical
25968,Once,2013,4,14,Musical
25970,Pippin,2013,4,14,Musical
25971,Rock Of Ages,2013,4,14,Musical
25972,Spider-Man Turn Off The Dark,2013,4,14,Musical
25975,The Book Of Mormon,2013,4,14,Musical
25976,The Lion King,2013,4,14,Musical
25978,The Phantom Of The Opera,2013,4,14,Musical
25982,Wicked,2013,4,14,Musical
25984,Annie '12,2013,4,21,Musical
25986,Chicago,2013,4,21,Musical
25987,Cinderella,2013,4,21,Musical
25989,Jekyll & Hyde '13,2013,4,21,Musical
25990,Jersey Boys,2013,4,21,Musical
25991,Kinky Boots,2013,4,21,Musical
25994,Mamma Mia!,2013,4,21,Musical
